name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Wittekrantz,24323,Valid,L5,2200,Fell,1880,-32.500000,23.000000,"(-32.5, 23.0)"
Wolamo,24324,Valid,OC,166.4,Fell,1964,9.000000,39.000000,"(9.0, 39.0)"
Wold Cottage,24325,Valid,L6,25000,Fell,1795,54.136670,-0.413330,"(54.13667, -0.41333)"
Woolgorong,24334,Valid,L6,36000,Fell,1960,-27.750000,115.833330,"(-27.75, 115.83333)"
Worden,24337,Valid,L5,1551,Fell,1997,42.384670,-83.611500,"(42.38467, -83.6115)"
Wuan,24340,Valid,H6,50000,Fell,1986,36.750000,114.250000,"(36.75, 114.25)"
Wuzhi,24342,Valid,Stone-uncl,,Fell,1931,35.133330,113.333330,"(35.13333, 113.33333)"
Xi Ujimgin,24345,Valid,L/LL6-an,5900,Fell,1980,44.666670,117.500000,"(44.66667, 117.5)"
Xingyang,24346,Valid,H6,75500,Fell,1977,32.333330,114.316670,"(32.33333, 114.31667)"
Yafa,24351,Valid,H5,5700,Fell,2000,13.711110,45.170000,"(13.71111, 45.17)"
Yambo,30345,Valid,H5,4,Fell,1951,1.000000,22.500000,"(1.0, 22.5)"
Yangchiang,30348,Valid,H5,20000,Fell,1954,21.833330,111.833330,"(21.83333, 111.83333)"
Yanzhuang,30350,Valid,H6,3500,Fell,1990,24.566670,114.166670,"(24.56667, 114.16667)"
Yardymly,30352,Valid,"Iron, IAB complex",150200,Fell,1959,38.933330,48.250000,"(38.93333, 48.25)"
Yatoor,30358,Valid,H5,13600,Fell,1852,14.300000,79.766670,"(14.3, 79.76667)"
Yonozu,30366,Valid,H4/5,31650,Fell,1837,37.750000,139.000000,"(37.75, 139.0)"
Yorktown (New York),30370,Valid,L5,250,Fell,1869,41.283330,-73.816670,"(41.28333, -73.81667)"
Yoshiki,30372,Valid,Stone-uncl,0.1,Fell,1928,34.166670,131.450000,"(34.16667, 131.45)"
Yukan,30377,Valid,LL6,4800,Fell,1931,28.716670,116.616670,"(28.71667, 116.61667)"
Yurtuk,30378,Valid,Howardite,1472,Fell,1936,47.316670,35.366670,"(47.31667, 35.36667)"
Zaborzika,30379,Valid,L6,3867,Fell,1818,50.283330,27.683330,"(50.28333, 27.68333)"
Zabrodje,30380,Valid,L6,3000,Fell,1893,55.183330,27.916670,"(55.18333, 27.91667)"
Zag,30384,Valid,H3-6,175000,Fell,1998,27.333330,-9.333330,"(27.33333, -9.33333)"
Zagami,30386,Valid,Martian (shergottite),18000,Fell,1962,11.733330,7.083330,"(11.73333, 7.08333)"
Zaisan,30388,Valid,H5,463,Fell,1963,47.500000,83.000000,"(47.5, 83.0)"
Zaisho,30389,Valid,"Pallasite, PMG-an",330,Fell,1898,33.700000,133.800000,"(33.7, 133.8)"
Zaoyang,30391,Valid,H5,14250,Fell,1984,32.300000,112.750000,"(32.3, 112.75)"
Zavetnoe,30395,Valid,L6,800,Fell,1952,47.133330,43.900000,"(47.13333, 43.9)"
Zavid,30396,Valid,L6,95000,Fell,1897,44.400000,19.116670,"(44.4, 19.11667)"
Zebrak,30397,Valid,H5,2000,Fell,1824,49.883330,13.916670,"(49.88333, 13.91667)"
Zemaitkiemis,30399,Valid,L6,44100,Fell,1933,55.300000,25.000000,"(55.3, 25.0)"
Zhaodong,30404,Valid,L4,42000,Fell,1984,45.816670,125.916670,"(45.81667, 125.91667)"
Zhovtnevyi,30407,Valid,H6,107000,Fell,1938,47.583330,37.250000,"(47.58333, 37.25)"
Zhuanghe,30408,Valid,H5,2900,Fell,1976,39.666670,122.983330,"(39.66667, 122.98333)"
Zmenj,30411,Valid,Howardite,246,Fell,1858,51.833330,26.833330,"(51.83333, 26.83333)"
Zomba,30412,Valid,L6,7500,Fell,1899,-15.183330,35.283330,"(-15.18333, 35.28333)"
Zsadany,30413,Valid,H5,552,Fell,1875,46.933330,21.500000,"(46.93333, 21.5)"
Zvonkov,30415,Valid,H6,2568,Fell,1955,50.200000,30.250000,"(50.2, 30.25)"
Abajo,4,Valid,H5,331,Found,1982,26.800000,-105.416670,"(26.8, -105.41667)"
Abar al' Uj 001,51399,Valid,H3.8,194.34,Found,2008,22.721920,48.959370,"(22.72192, 48.95937)"
Abbott,5,Valid,H3-6,21100,Found,1951,36.300000,-104.283330,"(36.3, -104.28333)"
Abernathy,7,Valid,L6,2914,Found,1941,33.850000,-101.800000,"(33.85, -101.8)"
Abo,8,Valid,H,1.2,Found,1840,60.433330,22.300000,"(60.43333, 22.3)"
Abu Moharek,9,Valid,H4,4500,Found,1997,27.239440,29.835830,"(27.23944, 29.83583)"
Acfer 001,11,Valid,L6,6700,Found,1989,27.500000,3.616670,"(27.5, 3.61667)"
Acfer 002,12,Valid,H5,228,Found,1989,27.616670,3.850000,"(27.61667, 3.85)"
Acfer 003,13,Valid,H5,145,Found,1989,27.816670,4.033330,"(27.81667, 4.03333)"
Acfer 004,14,Valid,L6,1020,Found,1989,27.583330,3.816670,"(27.58333, 3.81667)"
Acfer 005,15,Valid,H3.9/4,115,Found,1989,27.600000,3.833330,"(27.6, 3.83333)"
Acfer 006,16,Valid,H3.9/4,561,Found,1989,27.633330,3.966670,"(27.63333, 3.96667)"
Acfer 007,17,Valid,L5,542,Found,1989,27.516670,3.650000,"(27.51667, 3.65)"
Acfer 008,18,Valid,H5,205,Found,1989,27.533330,3.700000,"(27.53333, 3.7)"
Acfer 009,19,Valid,L6,127,Found,1989,27.733330,4.083330,"(27.73333, 4.08333)"
Acfer 010,20,Valid,L6,276,Found,1989,27.750000,4.100000,"(27.75, 4.1)"
Acfer 011,21,Valid,H5,3800,Found,1989,27.750000,4.166670,"(27.75, 4.16667)"
Acfer 012,22,Valid,H6,98,Found,1989,27.800000,4.166670,"(27.8, 4.16667)"
Acfer 013,23,Valid,H5,490,Found,1989,27.833330,4.283330,"(27.83333, 4.28333)"
Acfer 014,24,Valid,H5,307,Found,1989,27.800000,4.466670,"(27.8, 4.46667)"
Acfer 015,25,Valid,L6,98,Found,1989,27.783330,4.283330,"(27.78333, 4.28333)"
Acfer 016,26,Valid,H4-5,111,Found,1989,27.716670,4.483330,"(27.71667, 4.48333)"
Acfer 017,27,Valid,L5,446,Found,1989,27.733330,4.400000,"(27.73333, 4.4)"
Acfer 018,28,Valid,H5,207,Found,1989,27.700000,4.083330,"(27.7, 4.08333)"
Acfer 019,29,Valid,L6,581,Found,1989,27.700000,4.066670,"(27.7, 4.06667)"
Acfer 020,30,Valid,H5,708,Found,1989,27.700000,4.066670,"(27.7, 4.06667)"
Acfer 021,31,Valid,H6,2140,Found,1989,27.550000,3.616670,"(27.55, 3.61667)"
Acfer 022,32,Valid,H3.7,192,Found,1989,27.516670,3.833330,"(27.51667, 3.83333)"
Acfer 023,33,Valid,H3.8,118,Found,1989,27.516670,3.916670,"(27.51667, 3.91667)"
Acfer 024,34,Valid,H5,1464,Found,1989,27.550000,3.933330,"(27.55, 3.93333)"
Acfer 025,35,Valid,H5,920,Found,1989,27.583330,3.966670,"(27.58333, 3.96667)"
Acfer 026,36,Valid,H5/6,88,Found,1989,27.616670,4.050000,"(27.61667, 4.05)"
Acfer 027,37,Valid,H5,206,Found,1989,27.666670,4.200000,"(27.66667, 4.2)"
Acfer 028,38,Valid,H3.8,3130,Found,1989,27.666670,4.250000,"(27.66667, 4.25)"
Acfer 029,39,Valid,H4,98,Found,1989,27.683330,4.333330,"(27.68333, 4.33333)"
Acfer 030,40,Valid,LL6,123,Found,1989,27.683330,4.416670,"(27.68333, 4.41667)"
Acfer 031,41,Valid,H5,2016,Found,1989,27.666670,4.350000,"(27.66667, 4.35)"
Acfer 032,42,Valid,L6,495,Found,1989,27.650000,4.466670,"(27.65, 4.46667)"
Acfer 033,43,Valid,L6,93,Found,1989,27.650000,4.433330,"(27.65, 4.43333)"
Acfer 034,44,Valid,L6,184,Found,1989,27.633330,4.350000,"(27.63333, 4.35)"
Acfer 035,45,Valid,H6,36,Found,1989,27.600000,4.300000,"(27.6, 4.3)"
Acfer 036,46,Valid,L5/6,112,Found,1989,27.583330,4.250000,"(27.58333, 4.25)"
Acfer 037,47,Valid,LL4-6,385,Found,1989,27.550000,4.133330,"(27.55, 4.13333)"
Acfer 038,48,Valid,H5,962,Found,1989,27.533330,4.000000,"(27.53333, 4.0)"
Acfer 039,49,Valid,L3.8,225,Found,1989,27.533330,3.916670,"(27.53333, 3.91667)"
Acfer 040,50,Valid,L5-6,146,Found,1989,27.466670,3.783330,"(27.46667, 3.78333)"
Acfer 041,51,Valid,L/LL6,134,Found,1989,27.433330,3.716670,"(27.43333, 3.71667)"
Acfer 042,52,Valid,H5,246,Found,1989,27.466670,3.833330,"(27.46667, 3.83333)"
Acfer 043,53,Valid,H4,120,Found,1989,27.516670,3.916670,"(27.51667, 3.91667)"
Acfer 044,54,Valid,L6,195,Found,1989,27.550000,4.000000,"(27.55, 4.0)"
Acfer 046,56,Valid,H5,1066,Found,1989,27.783330,4.700000,"(27.78333, 4.7)"
Acfer 047,57,Valid,L4,1440,Found,1989,27.833330,4.700000,"(27.83333, 4.7)"
Acfer 048,58,Valid,H4-5,115,Found,1989,27.550000,4.083330,"(27.55, 4.08333)"
Acfer 049,59,Valid,H5,82.9,Found,1989,27.416670,3.716670,"(27.41667, 3.71667)"
Acfer 050,60,Valid,H6,1394,Found,1989,27.650000,4.500000,"(27.65, 4.5)"
Acfer 051,61,Valid,L5,905,Found,1989,27.616670,4.416670,"(27.61667, 4.41667)"
Acfer 052,62,Valid,L5,58,Found,1989,27.750000,4.150000,"(27.75, 4.15)"
Acfer 053,63,Valid,H6,1937,Found,1989,27.733330,4.050000,"(27.73333, 4.05)"
Acfer 054,64,Valid,H5,2051,Found,1989,27.700000,3.933330,"(27.7, 3.93333)"
Acfer 055,65,Valid,H5,1338,Found,1989,27.500000,3.983330,"(27.5, 3.98333)"
Acfer 056,66,Valid,L4,129,Found,1989,27.466670,3.883330,"(27.46667, 3.88333)"
Acfer 058,67,Valid,LL5-6,277,Found,1989,27.383330,3.716670,"(27.38333, 3.71667)"
Acfer 059,68,Valid,CR2,281,Found,1989,27.516670,4.066670,"(27.51667, 4.06667)"
Acfer 060,69,Valid,H4,226,Found,1989,27.566670,4.166670,"(27.56667, 4.16667)"
Acfer 061,70,Valid,H4-5,105,Found,1989,27.600000,4.250000,"(27.6, 4.25)"
Acfer 062,71,Valid,H5,283,Found,1989,27.600000,4.416670,"(27.6, 4.41667)"
Acfer 063,72,Valid,Mesosiderite,716,Found,1989,27.616670,4.566670,"(27.61667, 4.56667)"
Acfer 064,73,Valid,L5,854,Found,1989,27.616670,4.566670,"(27.61667, 4.56667)"
Acfer 065,74,Valid,H4-5,1539,Found,1989,27.500000,4.283330,"(27.5, 4.28333)"
Acfer 066,75,Valid,LL3.8-6,517,Found,1990,27.633330,4.066670,"(27.63333, 4.06667)"
Acfer 067,76,Valid,H5,383,Found,1990,27.716670,4.783330,"(27.71667, 4.78333)"
Acfer 068,77,Valid,L6,1805,Found,1990,27.550000,3.700000,"(27.55, 3.7)"
Acfer 069,78,Valid,L6,941,Found,1990,27.533330,3.833330,"(27.53333, 3.83333)"
Acfer 070,79,Valid,H4/5,138,Found,1990,27.683330,4.483330,"(27.68333, 4.48333)"
Acfer 071,80,Valid,L6,1379,Found,1990,27.633330,4.283330,"(27.63333, 4.28333)"
Acfer 072,81,Valid,L5/6,162,Found,1990,27.633330,4.250000,"(27.63333, 4.25)"
Acfer 073,82,Valid,H5,2010,Found,1990,27.533330,3.850000,"(27.53333, 3.85)"
Acfer 074,83,Valid,L6,384,Found,1990,27.483330,3.833330,"(27.48333, 3.83333)"
Acfer 075,84,Valid,H5,1453,Found,1990,27.516670,3.733330,"(27.51667, 3.73333)"
Acfer 076,85,Valid,H5,183,Found,1990,27.700000,4.350000,"(27.7, 4.35)"
Acfer 077,86,Valid,L6,2538,Found,1990,27.633330,4.516670,"(27.63333, 4.51667)"
Acfer 078,87,Valid,H5,105,Found,1990,27.566670,4.150000,"(27.56667, 4.15)"
Acfer 079,88,Valid,L6,387,Found,1990,27.500000,3.683330,"(27.5, 3.68333)"
Acfer 080,89,Valid,L3.9,574,Found,1990,27.633330,4.516670,"(27.63333, 4.51667)"
Acfer 081,90,Valid,LL5-6,110,Found,1990,27.533330,3.866670,"(27.53333, 3.86667)"
Acfer 082,91,Valid,CV3,208,Found,1990,27.500000,3.483330,"(27.5, 3.48333)"
Acfer 083,92,Valid,L6,690,Found,1990,27.483330,3.633330,"(27.48333, 3.63333)"
Acfer 084,93,Valid,H5,6300,Found,1990,27.550000,3.866670,"(27.55, 3.86667)"
Acfer 085,94,Valid,H5,293,Found,1990,27.583330,3.950000,"(27.58333, 3.95)"
Acfer 086,95,Valid,CV3,173,Found,1990,27.666670,4.183330,"(27.66667, 4.18333)"
Acfer 087,96,Valid,CR2,163,Found,1990,27.700000,4.266670,"(27.7, 4.26667)"
Acfer 088,97,Valid,L6,200,Found,1990,27.750000,4.433330,"(27.75, 4.43333)"
Acfer 089,98,Valid,H5,682,Found,1990,27.633330,4.300000,"(27.63333, 4.3)"
Acfer 090,99,Valid,H5,290,Found,1990,27.500000,3.833330,"(27.5, 3.83333)"
Acfer 091,100,Valid,LL5-6,3487,Found,1990,27.450000,4.116670,"(27.45, 4.11667)"
Acfer 092,101,Valid,H5,244,Found,1990,27.666670,4.516670,"(27.66667, 4.51667)"
Acfer 093,102,Valid,L5,420,Found,1990,27.716670,4.133330,"(27.71667, 4.13333)"
Acfer 094,103,Valid,C2-ung,82,Found,1990,27.733330,4.433330,"(27.73333, 4.43333)"
Acfer 095,104,Valid,H3.7,104,Found,1990,27.716670,4.383330,"(27.71667, 4.38333)"
Acfer 096,105,Valid,L4-5,572,Found,1990,27.616670,4.200000,"(27.61667, 4.2)"
Acfer 097,106,Valid,CR2,63,Found,1990,27.516670,3.966670,"(27.51667, 3.96667)"
Acfer 098,107,Valid,H5,5500,Found,1990,27.466670,3.883330,"(27.46667, 3.88333)"
Acfer 099,108,Valid,H5,313,Found,1990,27.450000,3.833330,"(27.45, 3.83333)"
Acfer 100,109,Valid,H6,140,Found,1990,27.466670,3.950000,"(27.46667, 3.95)"
Acfer 101,110,Valid,L6,452,Found,1990,27.533330,4.166670,"(27.53333, 4.16667)"
Acfer 102,111,Valid,L3-5,346,Found,1990,27.666670,4.466670,"(27.66667, 4.46667)"
Acfer 103,112,Valid,H5,665,Found,1990,27.800000,4.500000,"(27.8, 4.5)"
Acfer 104,113,Valid,H4/5,992,Found,1990,27.633330,4.366670,"(27.63333, 4.36667)"
Acfer 105,114,Valid,L6,392,Found,1990,27.550000,4.133330,"(27.55, 4.13333)"
Acfer 106,115,Valid,LL6,1390,Found,1990,27.500000,3.900000,"(27.5, 3.9)"
Acfer 107,116,Valid,L6,105,Found,1990,27.450000,3.750000,"(27.45, 3.75)"
Acfer 108,117,Valid,H6,828,Found,1990,27.500000,3.883330,"(27.5, 3.88333)"
Acfer 109,118,Valid,H4/5,236,Found,1990,27.550000,3.766670,"(27.55, 3.76667)"
Acfer 110,119,Valid,L6,107,Found,1990,27.483330,3.800000,"(27.48333, 3.8)"
Acfer 111,120,Valid,H3-6,987,Found,1990,27.483330,3.800000,"(27.48333, 3.8)"
Acfer 112,121,Valid,LL4/5,216,Found,1990,27.650000,4.033330,"(27.65, 4.03333)"
Acfer 113,122,Valid,LL6,2906,Found,1990,27.566670,4.033330,"(27.56667, 4.03333)"
Acfer 114,123,Valid,CR2,43,Found,1990,27.600000,3.966670,"(27.6, 3.96667)"
Acfer 115,124,Valid,H6,287,Found,1990,27.733330,4.166670,"(27.73333, 4.16667)"
Acfer 116,125,Valid,L6,345,Found,1990,27.733330,4.166670,"(27.73333, 4.16667)"
Acfer 117,126,Valid,H4,178,Found,1990,27.733330,4.200000,"(27.73333, 4.2)"
Acfer 118,127,Valid,L6,752,Found,1990,27.666670,4.200000,"(27.66667, 4.2)"
Dominion Range 03241,32593,Valid,LL6,95,Found,2002,,,
Acfer 119,128,Valid,H3.8,121,Found,1990,27.650000,4.233330,"(27.65, 4.23333)"
Acfer 120,129,Valid,LL6,861,Found,1990,27.650000,4.300000,"(27.65, 4.3)"
Acfer 121,130,Valid,L5-6,427,Found,1990,27.683330,4.333330,"(27.68333, 4.33333)"
Acfer 122,131,Valid,L4/5,235,Found,1990,27.500000,3.666670,"(27.5, 3.66667)"
Acfer 123,132,Valid,H3.9,452,Found,1990,27.466670,3.766670,"(27.46667, 3.76667)"
Acfer 124,133,Valid,LL5-6,542,Found,1990,27.600000,4.050000,"(27.6, 4.05)"
Acfer 125,134,Valid,L6,3380,Found,1990,27.683330,4.350000,"(27.68333, 4.35)"
Acfer 126,135,Valid,LL5-6,280,Found,1990,27.516670,3.800000,"(27.51667, 3.8)"
Acfer 127,136,Valid,L6,699,Found,1990,27.700000,4.300000,"(27.7, 4.3)"
Acfer 128,137,Valid,L6,163,Found,1990,27.500000,4.300000,"(27.5, 4.3)"
Acfer 129,138,Valid,H3.7,162,Found,1990,27.600000,4.200000,"(27.6, 4.2)"
Acfer 130,139,Valid,H5,400,Found,1990,27.583330,4.000000,"(27.58333, 4.0)"
Acfer 131,140,Valid,LL6,171,Found,1990,27.583330,3.966670,"(27.58333, 3.96667)"
Acfer 132,141,Valid,H6,1621,Found,1990,27.500000,3.766670,"(27.5, 3.76667)"
Acfer 133,142,Valid,L3-5,362,Found,1990,27.500000,3.833330,"(27.5, 3.83333)"
Acfer 134,143,Valid,L5,1161,Found,1990,27.766670,4.533330,"(27.76667, 4.53333)"
Acfer 135,144,Valid,H5,124,Found,1990,27.550000,4.033330,"(27.55, 4.03333)"
Acfer 136,145,Valid,H5,324,Found,1990,27.466670,4.050000,"(27.46667, 4.05)"
Acfer 137,146,Valid,H4/5,106,Found,1990,27.583330,4.083330,"(27.58333, 4.08333)"
Acfer 138,147,Valid,L5,941,Found,1990,27.666670,4.083330,"(27.66667, 4.08333)"
Acfer 139,148,Valid,CR2,143,Found,1990,27.566670,4.083330,"(27.56667, 4.08333)"
Acfer 140,149,Valid,L5,171,Found,1990,27.566670,4.083330,"(27.56667, 4.08333)"
Acfer 141,150,Valid,H5,58,Found,1990,27.583330,3.850000,"(27.58333, 3.85)"
Acfer 142,151,Valid,L5,91,Found,1990,27.566670,4.350000,"(27.56667, 4.35)"
Acfer 143,152,Valid,L6,417,Found,1990,27.666670,4.450000,"(27.66667, 4.45)"
Acfer 144,153,Valid,L6,186,Found,1990,27.666670,4.283330,"(27.66667, 4.28333)"
Acfer 145,154,Valid,L6,869,Found,1990,27.666670,4.283330,"(27.66667, 4.28333)"
Acfer 146,155,Valid,H5,200,Found,1990,27.633330,4.083330,"(27.63333, 4.08333)"
Acfer 147,156,Valid,L6,140,Found,1990,27.600000,4.116670,"(27.6, 4.11667)"
Acfer 148,157,Valid,H5,157,Found,1990,27.583330,4.066670,"(27.58333, 4.06667)"
Acfer 149,158,Valid,L/LL6,394,Found,1990,27.583330,4.050000,"(27.58333, 4.05)"
Acfer 150,159,Valid,H5,251,Found,1990,27.566670,3.816670,"(27.56667, 3.81667)"
Acfer 151,160,Valid,H5,218,Found,1990,27.466670,3.716670,"(27.46667, 3.71667)"
Acfer 152,161,Valid,H5,157,Found,1990,27.433330,3.750000,"(27.43333, 3.75)"
Acfer 153,162,Valid,H3.6-6,211,Found,1990,27.533330,3.950000,"(27.53333, 3.95)"
Acfer 154,163,Valid,H5,95,Found,1990,27.550000,4.016670,"(27.55, 4.01667)"
Acfer 155,164,Valid,L6,206,Found,1990,27.666670,4.250000,"(27.66667, 4.25)"
Acfer 156,165,Valid,L6,240,Found,1990,27.666670,4.233330,"(27.66667, 4.23333)"
Acfer 157,166,Valid,L6,1072,Found,1990,27.666670,4.233330,"(27.66667, 4.23333)"
Acfer 158,167,Valid,H4/5,422,Found,1990,27.666670,4.216670,"(27.66667, 4.21667)"
Acfer 159,168,Valid,H3.8,123,Found,1990,27.500000,3.933330,"(27.5, 3.93333)"
Acfer 160,169,Valid,LL3.8-6,433,Found,1990,27.466670,3.716670,"(27.46667, 3.71667)"
Acfer 161,170,Valid,H5,604,Found,1990,27.750000,4.433330,"(27.75, 4.43333)"
Acfer 162,171,Valid,H3-6,1281,Found,1990,27.666670,4.016670,"(27.66667, 4.01667)"
Acfer 163,172,Valid,H3.8-5,125,Found,1990,27.700000,4.350000,"(27.7, 4.35)"
Acfer 164,173,Valid,H5,43,Found,1990,27.533330,4.183330,"(27.53333, 4.18333)"
Acfer 165,174,Valid,H5-6,84,Found,1990,27.566670,4.333330,"(27.56667, 4.33333)"
Acfer 166,175,Valid,H3-5,2476,Found,1990,27.516670,4.233330,"(27.51667, 4.23333)"
Acfer 167,176,Valid,L5,157,Found,1990,27.516670,4.000000,"(27.51667, 4.0)"
Dominion Range 03242,32594,Valid,H5,67.2,Found,2002,,,
Acfer 168,177,Valid,L6,211,Found,1990,27.600000,3.983330,"(27.6, 3.98333)"
Acfer 169,178,Valid,H3.8/4,559,Found,1990,27.733330,4.116670,"(27.73333, 4.11667)"
Acfer 171,179,Valid,H3.7,313,Found,1990,27.650000,4.250000,"(27.65, 4.25)"
Acfer 172,180,Valid,L6,766,Found,1990,27.666670,4.166670,"(27.66667, 4.16667)"
Acfer 173,181,Valid,H6,262,Found,1990,27.650000,4.033330,"(27.65, 4.03333)"
Acfer 174,182,Valid,LL6,127,Found,1990,27.483330,3.866670,"(27.48333, 3.86667)"
Acfer 175,183,Valid,LL5-6,153,Found,1990,27.483330,3.850000,"(27.48333, 3.85)"
Acfer 176,184,Valid,LL5-6,320,Found,1990,27.483330,3.850000,"(27.48333, 3.85)"
Acfer 177,185,Valid,LL5-6,721,Found,1990,27.483330,3.850000,"(27.48333, 3.85)"
Acfer 178,186,Valid,H3.7,488,Found,1990,27.483330,3.750000,"(27.48333, 3.75)"
Acfer 179,187,Valid,L6,163,Found,1990,27.466670,3.750000,"(27.46667, 3.75)"
Acfer 180,188,Valid,H3.9-5,103,Found,1990,27.600000,4.166670,"(27.6, 4.16667)"
Acfer 181,189,Valid,L6,245,Found,1990,27.666670,4.200000,"(27.66667, 4.2)"
Acfer 182,190,Valid,CH3,166,Found,1990,27.700000,4.350000,"(27.7, 4.35)"
Acfer 183,191,Valid,H5,114,Found,1990,27.583330,4.166670,"(27.58333, 4.16667)"
Acfer 184,192,Valid,H5,311,Found,1990,27.566670,4.016670,"(27.56667, 4.01667)"
Acfer 185,193,Valid,LL5,109,Found,1990,27.533330,3.833330,"(27.53333, 3.83333)"
Acfer 186,194,Valid,CR2,315,Found,1990,27.466670,3.866670,"(27.46667, 3.86667)"
Acfer 187,195,Valid,CR2,234,Found,1990,27.466670,3.900000,"(27.46667, 3.9)"
Acfer 188,196,Valid,H3.9/4,252,Found,1990,27.583330,4.116670,"(27.58333, 4.11667)"
Acfer 189,197,Valid,H6,53,Found,1990,27.600000,4.183330,"(27.6, 4.18333)"
Acfer 190,198,Valid,L6,4439,Found,1990,27.700000,4.300000,"(27.7, 4.3)"
Acfer 191,199,Valid,L6,188,Found,1990,27.700000,4.300000,"(27.7, 4.3)"
Acfer 192,200,Valid,H3.9-5,219,Found,1990,27.650000,4.200000,"(27.65, 4.2)"
Acfer 193,201,Valid,LL4-6,157,Found,1990,27.566670,3.950000,"(27.56667, 3.95)"
Acfer 194,202,Valid,H5,361,Found,1991,27.499440,3.688890,"(27.49944, 3.68889)"
Acfer 195,203,Valid,H6,233,Found,1991,27.524720,3.811390,"(27.52472, 3.81139)"
Acfer 196,204,Valid,H5,29,Found,1991,27.576940,4.033890,"(27.57694, 4.03389)"
Acfer 197,205,Valid,L6,115,Found,1991,27.555830,4.140000,"(27.55583, 4.14)"
Acfer 198,206,Valid,H6,267,Found,1991,27.516940,3.791390,"(27.51694, 3.79139)"
Acfer 199,207,Valid,L4,215,Found,1991,27.480280,3.851390,"(27.48028, 3.85139)"
Acfer 200,208,Valid,H3-6,1301,Found,1991,27.501940,3.921110,"(27.50194, 3.92111)"
Acfer 201,209,Valid,L5,55,Found,1991,27.592220,3.918060,"(27.59222, 3.91806)"
Acfer 202,210,Valid,CO3.5,389,Found,1991,27.508890,4.601670,"(27.50889, 4.60167)"
Acfer 203,211,Valid,H5,292,Found,1991,27.578060,4.369170,"(27.57806, 4.36917)"
Acfer 204,212,Valid,H3,64,Found,1991,27.646390,3.983060,"(27.64639, 3.98306)"
Acfer 205,213,Valid,H5,746,Found,1991,27.737500,4.328060,"(27.7375, 4.32806)"
Acfer 206,214,Valid,H5,1229,Found,1991,27.690830,4.378610,"(27.69083, 4.37861)"
Acfer 207,215,Valid,CH3,105,Found,1991,27.688060,4.371940,"(27.68806, 4.37194)"
Acfer 208,216,Valid,LL5,510,Found,1991,27.504720,3.881940,"(27.50472, 3.88194)"
Acfer 209,217,Valid,CR2,475,Found,1991,27.504720,3.881940,"(27.50472, 3.88194)"
Acfer 210,218,Valid,H3.7,720,Found,1991,27.497220,3.870280,"(27.49722, 3.87028)"
Acfer 211,219,Valid,H3.9,1009,Found,1991,27.464720,3.781670,"(27.46472, 3.78167)"
Acfer 212,220,Valid,H5,1340,Found,1991,27.612780,3.713610,"(27.61278, 3.71361)"
Acfer 213,221,Valid,L6,526,Found,1991,27.681110,4.306940,"(27.68111, 4.30694)"
Acfer 214,222,Valid,CH3,612,Found,1991,27.690000,4.378610,"(27.69, 4.37861)"
Acfer 215,223,Valid,L5,107,Found,1991,27.640280,4.170560,"(27.64028, 4.17056)"
Acfer 216,224,Valid,L6,293,Found,1991,27.599720,4.903610,"(27.59972, 4.90361)"
Acfer 217,225,Valid,R3.8-5,174,Found,1991,27.594440,3.885830,"(27.59444, 3.88583)"
Dominion Range 03243,32595,Valid,H5,136.9,Found,2002,,,
Acfer 218,226,Valid,L6,114,Found,1991,27.544720,3.743060,"(27.54472, 3.74306)"
Acfer 219,227,Valid,H6,2611,Found,1991,27.521390,3.791390,"(27.52139, 3.79139)"
Acfer 220,228,Valid,H5,117,Found,1991,27.524170,3.796940,"(27.52417, 3.79694)"
Acfer 221,229,Valid,H5/6,812,Found,1991,27.532500,3.813610,"(27.5325, 3.81361)"
Acfer 222,230,Valid,H5/6,334,Found,1991,27.541940,3.827780,"(27.54194, 3.82778)"
Acfer 223,231,Valid,L/LL6,1398,Found,1991,27.541940,3.827780,"(27.54194, 3.82778)"
Acfer 224,232,Valid,H5/6,85,Found,1991,27.638890,3.934440,"(27.63889, 3.93444)"
Acfer 225,233,Valid,H3,255,Found,1991,27.645280,3.943890,"(27.64528, 3.94389)"
Acfer 226,234,Valid,H5,221,Found,1991,27.684440,3.993890,"(27.68444, 3.99389)"
Acfer 227,235,Valid,H6,78,Found,1991,27.668610,4.425000,"(27.66861, 4.425)"
Acfer 228,236,Valid,L5,2285,Found,1991,27.573890,4.119720,"(27.57389, 4.11972)"
Acfer 229,237,Valid,H5,325,Found,1991,27.826110,4.246110,"(27.82611, 4.24611)"
Acfer 230,238,Valid,H5,69,Found,1991,27.740560,4.308330,"(27.74056, 4.30833)"
Acfer 231,239,Valid,H4/5,218,Found,1991,27.734720,4.316110,"(27.73472, 4.31611)"
Acfer 232,240,Valid,H5,725,Found,1991,27.739440,4.328330,"(27.73944, 4.32833)"
Acfer 233,241,Valid,H5/6,242,Found,1991,27.717220,4.448060,"(27.71722, 4.44806)"
Acfer 234,242,Valid,"Iron, IAB-ung",621,Found,1991,27.501110,4.098610,"(27.50111, 4.09861)"
Acfer 235,243,Valid,H5,461,Found,1991,27.518890,4.016670,"(27.51889, 4.01667)"
Acfer 236,244,Valid,LL6,81,Found,1991,27.510560,3.891110,"(27.51056, 3.89111)"
